hole_id;samp_id;depth_from;depth_to;;gravel;z_1000;z_125;z_180;z_250;z_355;z_500;z_0;z_63;z_710;z_90;afa;ags;al_wa;ca_wa;fe_wa;k_wa;mg_wa;na_wa;si_wa;ti_wa;clay;samp_id_clay;spec_surf;FinMod;code_geol
BRG_13_02;PR-014648-023;22;23;0;;0.1;29.6;48.9;18.5;0.6;0;0;0.1;0;2;64;212;;;;;;;;;;;;;gz
BRG_13_02;PR-014648-024;23;24;0;;0;32.8;50.1;15;0.5;0;0;0.1;0;1.6;66;207;;;;;;;;;;;;;gz
BRG_13_02;PR-014648-025;24;25;0;;0;38.8;48.6;10.4;0.3;0;0;0.1;0;1.8;68;198;;;;;;;;;;;;;gz
BRG_13_02;PR-014648-026;25;26;0;;0;35.7;50.1;11.9;0.2;0;0;0.1;0;1.9;67;201;;;;;;;;;;;;;gz
BRG_13_02;PR-014648-027;26;27;0;;0;32.2;49.2;15.7;0.7;0;0;0.1;0;2.1;66;208;;;;;;;;;;;;;gz
BRG_13_02;PR-014648-028;27;28;0;;1.4;29.1;42;18.1;2.2;0.2;0.2;0.9;0.1;5.9;67;225;;;;;;;;;;;;;gz
BRG_16_01;PR-016579-051;0;1;;;46.7;8.9;10.2;9.7;6.7;3.3;4;3.2;1.9;5.4;48;700;;;;;;;;;2.19;PR-016579-001;95;2.54;ovb
BRG_16_01;PR-016579-052;1;2;0;;12.5;15;19.2;20.6;12.9;5.2;3;3.1;1.4;7.1;62;386;;;;;;;;;11.06;PR-016579-002;115;1.71;ovb
BRG_16_01;PR-016579-053;2;3;0;;;;;;;;;;;;;;;;;;;;;;;PR-016579-003;;;ovb
BRG_16_01;PR-016579-054;3;4;0;;;;;;;;;;;;;;;;;;;;;;;PR-016579-004;;;ovb
BRG_16_01;PR-016579-055;4;5;0;;;;;;;;;;;;;;;;;;;;;;;PR-016579-005;;;ovb
BRG_16_01;PR-016579-056;5;6;0;;;;;;;;;;;;;;;;;;;;;;;PR-016579-006;;;ovb
BRG_16_01;PR-016579-057;6;7;0;;;;;;;;;;;;;;;;;;;;;;;PR-016579-007;;;ovb
BRG_16_01;PR-016579-058;7;8;0;;;;;;;;;;;;;;;;;;;;;;;PR-016579-008;;;ovb
BRG_16_01;PR-016579-059;8;9;0;;;;;;;;;;;;;;;;;;;;;;;PR-016579-009;;;ovb
BRG_16_01;PR-016579-060;9;9.67;0;;15.9;11.5;15.6;15.5;12.5;11.6;3.2;3;5.6;5.6;56;470;;;;;;;;;3.39;PR-016579-010;104;1.98;ovb
BRG_16_01;PR-016579-060;9.67;10;0;;15.9;11.5;15.6;15.5;12.5;11.6;3.2;3;5.6;5.6;56;470;;;;;;;;;3.39;PR-016579-010;104;1.98;tz
BRG_16_01;PR-016579-061;10;11;0;;11.4;9.6;22.6;27.1;13.3;7.2;1.7;1.4;2.8;2.9;52;411;;;;;;;;;12.43;PR-016579-011;93;1.89;tz
BRG_16_01;PR-016579-062;11;12;0;;6.1;6.7;14.3;23.8;26.7;13.1;2.2;1.8;2.5;2.9;51;406;;;;;;;;;6.05;PR-016579-012;91;1.93;tz
BRG_16_01;PR-016579-063;12;13;0;;2.4;3.3;8.5;25.7;39.4;14;1.6;0.9;2.6;1.4;45;408;;;;;;;;;3.68;PR-016579-013;77;2.02;tz
BRG_16_01;PR-016579-064;13;14;0;;4.7;5.1;11.6;25.3;33.2;11.5;2.7;1.3;2.6;2;50;403;;;;;;;;;7.57;PR-016579-014;90;1.95;tz
BRG_16_01;PR-016579-065;14;15;0;;2;21;36.5;17.9;12.2;5.1;0.5;0.6;1.4;2.7;58;287;;;;;;;;;6.45;PR-016579-015;103;1.46;tz
BRG_16_01;PR-016579-066;15;16;0;;1;34;44.3;11.9;3;1;0.4;0.5;0.3;3.6;67;221;;;;;;;;;9.46;PR-016579-016;120;1.16;tz
BRG_16_01;PR-016579-067;16;17;0;;0;22.7;50.1;22.3;2.8;0.3;0.2;0.2;0;1.4;62;225;;;;;;;;;1.29;PR-016579-017;110;1.24;tz
BRG_16_01;PR-016579-068;17;18;0;;3.8;24.3;46.3;18.8;2;0.7;0.3;0.4;0.6;2.7;62;260;;;;;;;;;2.16;PR-016579-018;110;1.31;tz
BRG_16_01;PR-016579-069;18;18.67;0;;1.8;17.9;49.3;26.1;2;0.3;0.2;0.3;0.2;1.8;60;248;;;;;;;;;0.81;PR-016579-019;106;1.32;tz
BRG_16_01;PR-016579-069;18.67;19;0;;1.8;17.9;49.3;26.1;2;0.3;0.2;0.3;0.2;1.8;60;248;;;;;;;;;0.81;PR-016579-019;106;1.32;iz
BRG_16_01;PR-016579-070;19;20;0;;0.2;24.6;51.2;18.9;1.7;0.4;0.2;0.4;0.1;2.3;64;221;;;;;;;;;1.13;PR-016579-020;113;1.19;iz
BRG_16_01;PR-016579-071;20;21;0;;0.1;38.1;55;4.9;0.5;0.1;0.1;0.1;0.2;0.8;68;198;;;;;;;;;0.55;PR-016579-021;121;1.05;iz
BRG_16_01;PR-016579-072;21;22;0;;0.3;39.9;54.4;3.1;0.2;0;0.1;0.1;0;1.8;69;194;;;;;;;;;0.03;PR-016579-022;124;1.02;iz
BRG_16_01;PR-016579-073;22;23;0;;0.8;37.6;54.8;3.7;0.3;0.1;0.1;0.1;0.2;2.4;69;202;;;;;;;;;0.02;PR-016579-023;123;1.04;iz
BRG_16_01;PR-016579-074;23;24;0;;0.8;36.5;56.3;3.9;0.4;0.2;0.1;0.1;0;1.6;68;203;;;;;;;;;0.06;PR-016579-024;121;1.05;iz
BRG_16_01;PR-016579-075;24;25;0;;0.4;39.3;56.5;2.6;0;0;0.1;0.1;0;1;69;195;;;;;;;;;0.08;PR-016579-025;123;1.03;iz
BRG_16_01;PR-016579-076;25;26;0;;0;25.1;61.9;11.8;0.6;0;0;0;0;0.4;63;210;;;;;;;;;0.08;PR-016579-026;112;1.12;iz
BRG_16_01;PR-016579-077;26;27;0;;0.3;25.6;54;17.3;1.1;0.1;0;0.1;0;1.5;63;218;;;;;;;;;0.24;PR-016579-027;112;1.18;iz
BRG_16_01;PR-016579-078;27;28;0;;1.5;24;51;19.2;1.6;0.3;0.1;0.1;0.4;1.7;62;236;;;;;;;;;0.59;PR-016579-028;110;1.25;iz
BRG_16_01;PR-016579-079;28;29;0;;0;19.6;60.9;18;1;0;0.1;0;0;0.3;61;220;;;;;;;;;0.91;PR-016579-029;109;1.19;iz
BRG_16_01;PR-016579-080;29;30;0;;0;19.8;58;20;1.5;0.1;0.1;0.1;0;0.4;61;223;;;;;;;;;0.99;PR-016579-030;108;1.21;iz
BRG_16_01;PR-016579-081;30;31;0;;0.1;20.4;54.9;21.3;2.1;0.2;0.2;0.1;0;0.7;61;226;;;;;;;;;1.25;PR-016579-031;108;1.23;iz
BRG_16_01;PR-016579-082;31;32;0;;0;24;55.8;17.8;1.3;0.1;0.1;0.1;0;0.8;63;218;;;;;;;;;1.22;PR-016579-032;111;1.18;iz
BRG_16_01;PR-016579-083;32;33;0;;0;21.9;55.1;19.8;2;0.2;0.1;0.1;0;0.7;62;222;;;;;;;;;1.03;PR-016579-033;109;1.22;iz
BRG_16_01;PR-016579-084;33;34;0;;0;22.6;56.1;18.2;1.9;0.1;0.2;0.1;0;0.8;63;220;;;;;;;;;0.99;PR-016579-034;111;1.19;iz
BRG_16_01;PR-016579-085;34;35;0;;0;17.9;52.7;25.8;2.5;0.1;0.1;0.1;0;0.8;60;231;;;;;;;;;0.76;PR-016579-035;105;1.27;iz
BRG_16_01;PR-016579-086;35;36;0;;0;9.3;44.5;41.3;4;0.1;0.1;0.1;0;0.5;55;253;;;;;;;;;0.29;PR-016579-036;96;1.45;iz
BRG_16_01;PR-016579-087;36;37;0;;0;8.3;41.9;43.8;5.3;0.1;0.1;0.1;0;0.4;54;259;;;;;;;;;0.3;PR-016579-037;94;1.49;iz
BRG_16_01;PR-016579-088;37;38;0;;0;16.5;54.7;25.9;2.1;0.1;0.1;0.1;0;0.5;60;231;;;;;;;;;0.38;PR-016579-038;105;1.27;iz
BRG_16_01;PR-016579-089;38;39;0;;0;20.5;53.9;22.9;1.4;0.1;0.2;0.2;0;0.9;62;224;;;;;;;;;0.94;PR-016579-039;109;1.23;iz
BRG_16_01;PR-016579-090;39;40;0;;0;17.6;53.6;26.1;1.5;0.1;0.2;0.2;0;0.8;61;229;;;;;;;;;0.96;PR-016579-040;107;1.26;iz
BRG_16_01;PR-016579-091;40;40.67;0;;0;12.5;46.9;36.7;2.7;0.1;0.2;0.2;0;0.7;57;244;;;;;;;;;1.06;PR-016579-041;100;1.39;iz
BRG_16_01;PR-016579-091;40.67;41;0;;0;12.5;46.9;36.7;2.7;0.1;0.2;0.2;0;0.7;57;244;;;;;;;;;1.06;PR-016579-041;100;1.39;gz
BRG_16_01;PR-016579-092;41;42;0;;0;12;46.1;37.6;3;0.1;0.2;0.2;0;0.8;57;246;;;;;;;;;1.03;PR-016579-042;100;1.4;gz
BRG_16_01;PR-016579-093;42;43;0;;0;13.6;49.6;33.3;2.2;0;0.1;0.2;0;0.8;58;239;;;;;;;;;0.64;PR-016579-043;101;1.34;gz
BRG_16_01;PR-016579-094;43;44;0;;0;26.3;42.5;25.6;2.1;0.1;0.3;0.4;0;2.6;64;222;;;;;;;;;1.02;PR-016579-044;113;1.25;gz
BRG_16_01;PR-016579-095;44;45;0;;0;31.5;40.9;22.2;1.9;0.1;0.3;0.4;0;2.7;65;215;;;;;;;;;0.87;PR-016579-045;117;1.21;gz
BRG_16_01;PR-016579-096;45;46;0;;0;36.6;43.7;16.6;0.3;0;0.3;0.3;0;2.1;67;204;;;;;;;;;1.28;PR-016579-046;120;1.14;gz
BRG_16_01;PR-016579-097;46;47;0;;0.3;24.6;32.4;27.8;8.6;1;0.4;0.7;0.1;4.2;62;244;;;;;;;;;1.4;PR-016579-047;110;1.34;gz
BRG_16_01;PR-016579-098;47;48;0;;0.3;24.1;34.7;28.3;7.4;0.4;0.2;0.6;0.1;4;62;240;;;;;;;;;0.84;PR-016579-048;109;1.32;gz
BRG_16_01;PR-016579-099;48;49;0;;0;41.4;35;18.7;2;0;0.2;0.2;0;2.6;68;207;;;;;;;;;1.29;PR-016579-049;121;1.18;gz
BRG_16_01;PR-016579-100;49;50;0;;0;41.7;39.4;15.6;0.5;0;0.2;0.2;0;2.3;68;200;;;;;;;;;1.65;PR-016579-050;122;1.13;gz
BRG_16_02;PR-016580-051;0;1;;;;;;;;;;;;;;;;;;;;;;;;PR-016580-001;;;ovb
BRG_16_02;PR-016580-052;1;2;0;;;;;;;;;;;;;;;;;;;;;;;PR-016580-002;;;ovb
BRG_16_02;PR-016580-053;2;3;0;;;;;;;;;;;;;;;;;;;;;;;PR-016580-003;;;ovb
BRG_16_02;PR-016580-054;3;4;0;;;;;;;;;;;;;;;;;;;;;;;PR-016580-004;;;ovb
BRG_16_02;PR-016580-055;4;5;0;;;;;;;;;;;;;;;;;;;;;;;PR-016580-005;;;ovb
BRG_16_02;PR-016580-056;5;6;0;;;;;;;;;;;;;;;;;;;;;;;PR-016580-006;;;ovb
BRG_16_02;PR-016580-057;6;7;0;;;;;;;;;;;;;;;;;;;;;;;PR-016580-007;;;ovb
BRG_16_02;PR-016580-058;7;8;0;;;;;;;;;;;;;;;;;;;;;;;PR-016580-008;;;ovb
BRG_16_02;PR-016580-059;8;9;0;;;;;;;;;;;;;;;;;;;;;;;PR-016580-009;;;ovb
BRG_16_02;PR-016580-060;9;10;0;;;;;;;;;;;;;;;;;;;;;;;PR-016580-010;;;ovb
BRG_16_02;PR-016580-061;10;11;0;;;;;;;;;;;;;;;;;;;;;;;PR-016580-011;;;ovb
BRG_16_02;PR-016580-062;11;11.01;0;;30.3;5.3;10.1;15;16;12.4;1.6;1.1;6;2.2;38;637;;;;;;;;;2.1;PR-016580-012;70;2.54;ovb
BRG_16_02;PR-016580-062;11.01;12;0;;30.3;5.3;10.1;15;16;12.4;1.6;1.1;6;2.2;38;637;;;;;;;;;2.1;PR-016580-012;70;2.54;tz
BRG_16_02;PR-016580-063;12;13;0;;42.6;3.4;5.5;10;13.7;12.3;1.4;1;8.2;1.7;31;765;;;;;;;;;2.33;PR-016580-013;57;2.88;tz
BRG_16_02;PR-016580-064;13;14;0;;38.3;5.4;6.4;8.7;12.2;11.7;3.4;2.4;7.7;3.7;42;704;;;;;;;;;4.73;PR-016580-014;81;2.65;tz
BRG_16_02;PR-016580-065;14;15;0;;1.4;17.7;37.1;24.8;7.7;1.4;1.3;2.9;0.1;5.5;66;249;;;;;;;;;0.98;PR-016580-015;118;1.3;tz
BRG_16_02;PR-016580-066;15;16;0;;0;18.9;42.8;23.7;6.9;1;0.4;1.9;0.1;4.3;64;235;;;;;;;;;0.24;PR-016580-016;112;1.26;tz
BRG_16_02;PR-016580-067;16;17;0;;0;18.2;42.1;26.3;7.4;0.8;0.2;1.3;0.1;3.6;62;240;;;;;;;;;0.16;PR-016580-017;108;1.3;tz
BRG_16_02;PR-016580-068;17;18;0;;0;23.6;46.1;20.6;3.3;0.4;0.2;0.9;0;4.8;65;220;;;;;;;;;0.24;PR-016580-018;115;1.19;tz
BRG_16_02;PR-016580-069;18;19;0;;0;27.3;48.5;18.3;1.2;0.1;0.3;0.4;0;4;66;212;;;;;;;;;2.92;PR-016580-019;118;1.15;tz
BRG_16_02;PR-016580-070;19;20;0;;0.1;39.8;49.9;6.6;0.3;0;0.4;0.3;0;2.6;70;194;;;;;;;;;10.48;PR-016580-020;126;1.04;tz
BRG_16_02;PR-016580-071;20;21;0;;0.2;29.3;46.5;16.8;3;0.3;0.3;0.5;0.1;3;66;217;;;;;;;;;8.73;PR-016580-021;117;1.18;tz
BRG_16_02;PR-016580-072;21;22;0;;2.1;21.3;43.5;25.3;3.8;0.6;0.3;0.4;0.2;2.6;61;253;;;;;;;;;4.44;PR-016580-022;108;1.34;tz
BRG_16_02;PR-016580-073;22;23;0;;0.3;19.6;51.2;23.3;3.1;0.3;0.5;0.3;0.2;1.1;61;232;;;;;;;;;6.36;PR-016580-023;109;1.26;tz
BRG_16_02;PR-016580-074;23;24;0;;1.5;21.4;45.7;23.5;3.8;0.6;0.5;0.4;0.7;2;61;248;;;;;;;;;3.85;PR-016580-024;109;1.31;tz
BRG_16_02;PR-016580-075;24;25;0;;6.1;19;41.9;23.6;3.8;1.3;0.5;0.5;1.2;2.1;58;301;;;;;;;;;5.05;PR-016580-025;103;1.48;tz
BRG_16_02;PR-016580-076;25;26;0;;0.7;23.8;47;21.2;2.5;0.4;0.5;0.6;0.2;3.1;64;229;;;;;;;;;3.54;PR-016580-026;114;1.23;tz
BRG_16_02;PR-016580-077;26;27;0;;;;;;;;;;;;;;;;;;;;;;1.52;PR-016580-027;;;tz
BRG_16_02;PR-016580-078;27;28;0;;8.5;21.9;36.1;20;3.8;1.4;1.4;1.2;1.3;4.3;62;315;;;;;;;;;0.98;PR-016580-028;113;1.48;tz
BRG_16_02;PR-016580-079;28;29;0;;;;;;;;;;;;;;;;;;;;;;0.33;PR-016580-029;;;tz
BRG_16_02;PR-016580-080;29;29.66;0;;;;;;;;;;;;;;;;;;;;;;0.38;PR-016580-030;;;tz
BRG_16_02;PR-016580-080;29.66;30;0;;;;;;;;;;;;;;;;;;;;;;0.38;PR-016580-030;;;iz
BRG_16_02;PR-016580-081;30;31;0;;12.9;19.8;30.1;22;3.2;1.2;1;0.8;0.9;8;60;354;;;;;;;;;0.92;PR-016580-031;109;1.58;iz
BRG_16_02;PR-016580-082;31;32;0;;0.9;23.7;47.5;21.2;3;0.4;0.8;0.5;0.1;1.8;64;232;;;;;;;;;0.53;PR-016580-032;114;1.25;iz
BRG_16_02;PR-016580-083;32;33;0;;1.3;24;47.6;21;2.4;0.4;0.7;0.5;0.3;1.8;63;236;;;;;;;;;0.88;PR-016580-033;114;1.26;iz
BRG_16_02;PR-016580-084;33;33.66;0;;0.1;25.3;54.4;16.5;1.5;0.2;0.4;0.2;0.1;1.3;64;217;;;;;;;;;0.92;PR-016580-034;114;1.17;iz
BRG_16_02;PR-016580-084;33.66;34;0;;0.1;25.3;54.4;16.5;1.5;0.2;0.4;0.2;0.1;1.3;64;217;;;;;;;;;0.92;PR-016580-034;114;1.17;gz
BRG_16_02;PR-016580-085;34;35;0;;0.4;26.1;48.3;19.7;2.1;0.3;0.4;0.4;0.1;2.3;64;223;;;;;;;;;0.89;PR-016580-035;115;1.21;gz
BRG_16_02;PR-016580-086;35;36;0;;0.1;18.3;52.5;24.5;2.7;0.3;0.4;0.2;0;1;61;231;;;;;;;;;0.82;PR-016580-036;108;1.26;gz
BRG_16_02;PR-016580-087;36;37;0;;0;9.5;44.7;40.3;4.3;0.1;0.2;0.2;0.1;0.5;56;253;;;;;;;;;0.61;PR-016580-037;97;1.44;gz
BRG_16_02;PR-016580-088;37;38;0;;0;9;43.7;41.2;4.9;0.1;0.3;0.2;0;0.5;56;255;;;;;;;;;0.9;PR-016580-038;97;1.45;gz
BRG_16_02;PR-016580-089;38;39;0;;0;13.2;51.5;31.2;3.2;0.2;0.2;0.1;0;0.4;58;241;;;;;;;;;0.82;PR-016580-039;102;1.34;gz
BRG_16_02;PR-016580-090;39;40;0;;0;17.5;55.5;24;1.8;0.1;0.3;0.2;0;0.6;61;228;;;;;;;;;0.73;PR-016580-040;107;1.25;gz
BRG_16_02;PR-016580-091;40;41;0;;0;18.5;54.2;24.3;1.4;0.1;0.2;0.2;0;0.9;61;226;;;;;;;;;0.74;PR-016580-041;107;1.25;gz
BRG_16_02;PR-016580-092;41;42;0;;0;13.6;50.7;32.4;2.2;0;0.2;0.2;0;0.8;59;238;;;;;;;;;0.55;PR-016580-042;103;1.34;gz
BRG_16_02;PR-016580-093;42;43;0;;0.1;14.2;44.6;35.9;3.3;0.1;0.2;0.3;0;1.3;58;244;;;;;;;;;0.6;PR-016580-043;102;1.38;gz
BRG_16_02;PR-016580-094;43;44;0;;0;13.3;46.3;35.8;2.8;0.1;0.2;0.3;0;1.1;58;242;;;;;;;;;0.62;PR-016580-044;101;1.37;gz
BRG_16_02;PR-016580-095;44;45;0;;0.3;14.4;44.3;35.3;3.4;0.2;0.2;0.3;0.2;1.4;58;247;;;;;;;;;0.67;PR-016580-045;102;1.38;gz
BRG_16_02;PR-016580-096;45;46;0;;0.3;14.7;43.3;35.5;3.4;0.2;0.3;0.4;0.1;1.8;59;245;;;;;;;;;0.66;PR-016580-046;103;1.38;gz
BRG_16_02;PR-016580-097;46;47;0;;0.1;15.1;45.7;34.3;2.6;0.1;0.4;0.4;0;1.4;59;240;;;;;;;;;0.63;PR-016580-047;105;1.35;gz
BRG_16_02;PR-016580-098;47;48;0;;0.1;14.6;45.1;35;2.8;0.1;0.4;0.4;0.1;1.5;59;242;;;;;;;;;0.61;PR-016580-048;104;1.36;gz
BRG_16_02;PR-016580-099;48;49;0;;0;14.9;49.7;31.9;2;0.1;0.2;0.2;0;1.1;59;237;;;;;;;;;0.69;PR-016580-049;104;1.33;gz
BRG_16_02;PR-016580-100;49;50;0;;0;14.4;50;31.7;2.4;0.1;0.1;0.2;0;1;59;237;;;;;;;;;0.57;PR-016580-050;102;1.33;gz
BRG_16_03;;0;1;;;;;;;;;;;;;;;;;;;;;;;;PR-016581-001;;;ovb
BRG_16_03;;1;2;0;;;;;;;;;;;;;;;;;;;;;;;PR-016581-002;;;ovb
BRG_16_03;;2;3;0;;;;;;;;;;;;;;;;;;;;;;;PR-016581-003;;;ovb
BRG_16_03;;3;4;0;;;;;;;;;;;;;;;;;;;;;;;PR-016581-004;;;ovb
BRG_16_03;;4;5;0;;;;;;;;;;;;;;;;;;;;;;;PR-016581-005;;;ovb
BRG_16_03;;5;6;0;;;;;;;;;;;;;;;;;;;;;;;PR-016581-006;;;ovb
BRG_16_03;;6;7;0;;;;;;;;;;;;;;;;;;;;;;;PR-016581-007;;;ovb
BRG_16_03;;7;8;0;;;;;;;;;;;;;;;;;;;;;;;PR-016581-008;;;ovb
BRG_16_03;;8;9;0;;;;;;;;;;;;;;;;;;;;;;;PR-016581-009;;;ovb
BRG_16_03;;9;10;0;;;;;;;;;;;;;;;;;;;;;;;PR-016581-010;;;ovb
BRG_16_03;;10;11;0;;;;;;;;;;;;;;;;;;;;;;;PR-016581-011;;;ovb
BRG_16_03;;11;12;0;;;;;;;;;;;;;;;;;;;;;;;PR-016581-012;;;ovb
BRG_16_03;;12;13;0;;;;;;;;;;;;;;;;;;;;;;;PR-016581-013;;;ovb
BRG_16_03;;13;14;0;;;;;;;;;;;;;;;;;;;;;;;PR-016581-014;;;ovb
BRG_16_03;;14;15;0;;;;;;;;;;;;;;;;;;;;;;;PR-016581-015;;;ovb
BRG_16_03;;15;16;0;;;;;;;;;;;;;;;;;;;;;;;PR-016581-016;;;ovb
BRG_16_03;;16;17;0;;;;;;;;;;;;;;;;;;;;;;;PR-016581-017;;;ovb
BRG_16_03;;17;18;0;;;;;;;;;;;;;;;;;;;;;;;PR-016581-018;;;ovb
BRG_16_03;;18;19;0;;;;;;;;;;;;;;;;;;;;;;;PR-016581-019;;;ovb
BRG_16_03;;19;19.66;0;;;;;;;;;;;;;;;;;;;;;;;PR-016581-020;;;ovb
BRG_16_03;;19.66;20;0;;;;;;;;;;;;;;;;;;;;;;;PR-016581-020;;;tz
BRG_16_03;PR-016581-071;20;21;0;;43.9;8.2;16.2;15.3;6.6;3.8;1;0.8;1.9;2.3;38;691;;;;;;;;;0.38;PR-016581-021;69;2.61;tz
BRG_16_03;PR-016581-072;21;22;0;;0;33;50.4;11.7;0.3;0.1;0.3;0.5;0;3.6;68;200;;;;;;;;;4.68;PR-016581-022;122;1.08;tz
BRG_16_03;PR-016581-073;22;23;0;;0.1;35;52.2;8.6;0.6;0.2;0.4;0.4;0.1;2.4;68;200;;;;;;;;;9.18;PR-016581-023;123;1.07;tz
BRG_16_03;PR-016581-074;23;24;0;;0.3;29;46.3;17.8;2.4;0.2;0.2;0.4;0.1;3.3;65;217;;;;;;;;;1.57;PR-016581-024;116;1.18;tz
BRG_16_03;PR-016581-075;24;25;0;;0;22;58.9;16.5;1.3;0.1;0.2;0.2;0;0.9;63;217;;;;;;;;;2.71;PR-016581-025;112;1.17;tz
BRG_16_03;PR-016581-076;25;26;0;;0;22;54;20.4;2.2;0.1;0.2;0.2;0;0.9;62;223;;;;;;;;;4.42;PR-016581-026;110;1.22;tz
BRG_16_03;PR-016581-077;26;26.52;0;;3.3;28.1;27.1;8.3;1.4;0.9;6.4;7.8;1.1;15.7;93;212;;;;;;;;;6.92;PR-016581-027;181;0.94;tz
BRG_16_03;PR-016581-077;26.52;27;0;;3.3;28.1;27.1;8.3;1.4;0.9;6.4;7.8;1.1;15.7;93;212;;;;;;;;;6.92;PR-016581-027;181;0.94;iz
BRG_16_03;PR-016581-078;27;28;0;;0.5;38.8;30.4;5.6;0.5;0.2;2;4.7;0.4;16.8;86;177;;;;;;;;;2.91;PR-016581-028;158;0.85;iz
BRG_16_03;PR-016581-079;28;29;0;;0.3;37.8;20.9;3.2;0.5;0.4;5;8.5;0.1;23.2;100;154;;;;;;;;;4.3;PR-016581-029;191;0.69;iz
BRG_16_03;PR-016581-080;29;30;0;;0;39.6;19.9;2.2;0.3;0.1;4.7;8.4;0;24.8;101;146;;;;;;;;;3.95;PR-016581-030;192;0.65;iz
BRG_16_03;PR-016581-081;30;31;0;;0;39.2;26.1;3.6;0.2;0.1;3.3;6.3;0;21.2;94;157;;;;;;;;;3.33;PR-016581-031;176;0.73;iz
BRG_16_03;PR-016581-082;31;32;0;;0;35.2;20.8;3.4;0.1;0;5.3;9.4;0;25.8;103;146;;;;;;;;;2.78;PR-016581-032;197;0.63;iz
BRG_16_03;PR-016581-083;32;33;0;;7.1;21.3;17.3;8;1.9;0.7;19.3;9.7;0.3;14.3;119;223;;;;;;;;;16.8;PR-016581-033;256;0.9;iz
BRG_16_03;PR-016581-084;33;34;0;;0;37.6;31.2;5.8;0.1;0;2.4;5.3;0;17.5;88;166;;;;;;;;;3.8;PR-016581-034;163;0.81;iz
BRG_16_03;PR-016581-085;34;35;0;;0.1;24.7;38.4;23.6;2.7;0.4;0.7;1.8;0.2;7.3;68;218;;;;;;;;;1.09;PR-016581-035;122;1.18;iz
BRG_16_03;PR-016581-086;35;36;0;;0.2;16.1;38.8;31.7;6.7;1.6;0.3;0.7;0.7;3.2;59;255;;;;;;;;;0.72;PR-016581-036;104;1.39;iz
BRG_16_03;PR-016581-087;36;37;0;;0.2;15.4;40.4;30.9;7.5;2.1;0.3;0.5;0.7;2;58;260;;;;;;;;;0.75;PR-016581-037;101;1.42;iz
BRG_16_03;PR-016581-088;37;38;0;;0.1;18.8;50.5;25;3.1;0.9;0.1;0.1;0.2;1;60;236;;;;;;;;;0.79;PR-016581-038;105;1.29;iz
BRG_16_03;PR-016581-089;38;39;0;;0.1;20.1;51;24.8;2.5;0.2;0.1;0.1;0.1;1;61;230;;;;;;;;;0.65;PR-016581-039;107;1.27;iz
BRG_16_03;PR-016581-090;39;40;0;;0.1;22.8;46.9;23.8;3.8;0.4;0.1;0.2;0;1.8;61;230;;;;;;;;;0.71;PR-016581-040;108;1.27;iz
BRG_16_03;PR-016581-091;40;40.52;0;;1.7;23.7;43.9;23;3.5;0.3;0.2;0.4;0.2;3.1;62;243;;;;;;;;;0.79;PR-016581-041;110;1.29;iz
BRG_16_03;PR-016581-091;40.52;41;0;;1.7;23.7;43.9;23;3.5;0.3;0.2;0.4;0.2;3.1;62;243;;;;;;;;;0.79;PR-016581-041;110;1.29;gz
BRG_16_03;PR-016581-092;41;42;0;;0;30.2;56.6;10.1;1.5;0.1;0.3;0.3;0;1;66;207;;;;;;;;;1.1;PR-016581-042;118;1.1;gz
BRG_16_03;PR-016581-093;42;43;0;;0;19.2;46.8;25.8;5.5;0.5;0.5;0.4;0;1.2;61;236;;;;;;;;;0.58;PR-016581-043;107;1.3;gz
BRG_16_03;PR-016581-094;43;44;0;;0.1;9.1;41.1;38.2;9.5;1.1;0.1;0.1;0.1;0.6;54;268;;;;;;;;;0.39;PR-016581-044;93;1.5;gz
BRG_16_03;PR-016581-095;44;45;0;;0.1;7.8;42.6;39.7;8.5;0.7;0.1;0.1;0;0.4;54;266;;;;;;;;;0.26;PR-016581-045;93;1.49;gz
BRG_16_03;PR-016581-096;45;46;0;;0;8.4;44.6;40.4;5.6;0.3;0.1;0.1;0;0.5;55;257;;;;;;;;;0.3;PR-016581-046;95;1.46;gz
BRG_16_03;PR-016581-097;46;47;0;;0.2;10.3;44.1;39.7;4.5;0.2;0.1;0.2;0.1;0.7;56;255;;;;;;;;;0.23;PR-016581-047;97;1.44;gz
BRG_16_03;PR-016581-098;47;48;0;;0;10.3;43.9;39.9;5.2;0.1;0.1;0.1;0;0.5;56;254;;;;;;;;;0.24;PR-016581-048;96;1.45;gz
BRG_16_03;PR-016581-099;48;49;0;;0;11.7;44;37.9;4.8;0.2;0.3;0.2;0.1;0.7;57;251;;;;;;;;;0.63;PR-016581-049;99;1.42;gz
BRG_16_03;PR-016581-100;49;50;0;;0;14.6;43.3;36.5;4.2;0;0.2;0.2;0;1;58;245;;;;;;;;;0.95;PR-016581-050;101;1.39;gz
BRG_16_04A;PR-016627-031;0;1;;;;;;;;;;;;;;;;;;;;;;;;PR-016627-001;;;ovb
BRG_16_04A;PR-016627-032;1;2;0;;;;;;;;;;;;;;;;;;;;;;;PR-016627-002;;;ovb
BRG_16_04A;PR-016627-033;2;3;0;;;;;;;;;;;;;;;;;;;;;;;PR-016627-003;;;ovb
BRG_16_04A;PR-016627-034;3;4;0;;;;;;;;;;;;;;;;;;;;;;;PR-016627-004;;;ovb
